timestamp,processing_date,newsId,doc,section,section_name_list
2023-03-17,2025-07-22 00:20:12.377225,4132dade-39ad-443a-a8a5-249b7dea7d1a,MPF denuncia cantor sertanejo que recebeu medalha de vereador após crimes de desvios de verbas públicas,11,"['secretário', 'presidente', 'educação', 'cateterismo', 'exgovernador', 'diretores', 'pt', 'uti', 'zeca', 'cargo']"
2023-03-17,2025-07-22 00:20:12.377225,42c3754b-b43a-4278-ba3b-bfb9bbf97145,Apesar dos protestos Macron aumenta idade para aposentadoria na França sem aval do Congresso,4,"['juros', 'consignado', '2022', '2023', 'governo', 'aposentados', 'bancos', 'banco', 'brasil', 'empréstimo']"
2023-03-17,2025-07-22 00:20:12.377225,2cce89b6-abaf-4f2c-b789-b9c1ad81958c,VÍDEOS tucanos e arara são flagrados em Porto Ferreira e Araras,2,"['prefeitura', 'rio', 'ceará', 'moradores', 'aracaju', 'alerta', 'aratuba', 'deslizamento', 'risco', 'aponta']"
2023-03-17,2025-07-22 00:20:12.377225,3975f0ff-7605-4826-a62f-90df1715222a,O que é considerado abandono de emprego g1 ouviu especialistas sobre o tema que pode levar à demissão por justa causa,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,30e3aeba-d469-452d-b132-abde72f21855,Febraban critica redução do teto de juros do empréstimo consignado para aposentados e pensionistas do INSS,4,"['juros', 'consignado', '2022', '2023', 'governo', 'aposentados', 'bancos', 'banco', 'brasil', 'empréstimo']"
2023-03-17,2025-07-22 00:20:12.377225,18f6fe63-4bd1-4199-a9aa-1513ecacd645,Divisor de águas diz especialista sobre vacinação e redução de casos de Covid19 após três anos de pandemia no AC,9,"['covid19', 'bivalente', 'contra', 'vacinação', 'puérperas', 'gestantes', 'vacina', 'covid', 'vacinar', 'partir']"
2023-03-17,2025-07-22 00:20:12.377225,c8651098-ae6b-447d-8398-103322819e17,Mutirão de inscrições para prévestibular Cecierj é realizado neste sábado em diversos pontos do RJ,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,620fe557-99d6-4eb7-83a7-096b8d95eff4,Morte cegueira e perda de globo ocular levam a suspensão de colírios nos EUA,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,1a5c2562-34ef-4be9-a717-019b630aead5,TJ do DF oferece curso gratuito à distância sobre violência contra mulher e Lei Maria da Penha,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,12f71d16-a763-4804-a8f7-5247f6e1ac1a,Jair Renan filho 04 de Bolsonaro é alocado por senador do PL para trabalhar em Balneário Camboriú,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,99cb2f19-3ca3-49a0-a798-3d417b64401d,Prorrogado prazo de recadastramento de instituições no sistema de meiapassagem em São Luís,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,48814e00-5978-4464-ada5-a6a5ccf0644d,Lei Maria da Penha é traduzida para línguas indígenas em SC,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,e39b3a30-2a17-436a-9faf-e4825306998d,Adolescente de 15 anos é vítima de estupro em casa na Grande BH suspeito é o tio preso em flagrante ,3,"['suspeito', 'preso', 'anos', 'filho', 'estupro', 'sexual', 'estuprar', 'homem', 'matar', 'vítima']"
2023-03-17,2025-07-22 00:20:12.377225,98020a2f-25e2-4bc5-8d06-e4815d249343,Moradores denunciam garimpo ilegal no rio Madeira durante a noite em Porto Velho,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,1fbd6865-a281-4ef1-b8c3-4ca6f44f7a91,Estudante de direito é morto com tiro no pescoço ao se negar a entregar moto durante assalto na Zona Leste de Teresina ,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
2023-03-17,2025-07-22 00:20:12.377225,4b1ef673-8920-432f-94d9-55cd76f173e7,Rio Juruá segue acima da cota de alerta em Cruzeiro do Sul não há desabrigados,2,"['prefeitura', 'rio', 'ceará', 'moradores', 'aracaju', 'alerta', 'aratuba', 'deslizamento', 'risco', 'aponta']"
2023-03-17,2025-07-22 00:20:12.377225,d36540f0-f518-4a56-92f4-0a6bd1cebdf8,Resultado final do concurso público da Codata é divulgado,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,80565efa-82d7-461d-b6c1-8bf9b162fe5f,Cerca de 36 condutores sem CNH foram multados por dia no ES nos dois primeiros meses de 2023,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
2023-03-17,2025-07-22 00:20:12.377225,9a1487ce-b940-4c25-acf0-e67646df4947,Operador de caixa vendedor e mais Sine em RR oferta 109 vagas de emprego nesta sextafeira 17,13,"['vagas', 'emprego', 'empresa', 'sextafeira', 'nesta', 'abre', 'estágio', 'sinebahia', 'sine', 'itabuna']"
2023-03-17,2025-07-22 00:20:12.377225,f748c7bf-4274-4a0b-b720-f0423b5a333b,Corpo de adolescente que pulou em rio para salvar amigo que afundava é encontrado,8,"['tiros', 'baleado', 'homem', 'morto', 'mortos', 'jacarezinho', 'dois', 'pm', 'idoso', 'encontrado']"
2023-03-17,2025-07-22 00:20:12.377225,0744fbda-7959-4cb2-9eec-dd23d9b2c866,Shows de Diogo Nogueira e Zeca Baleiro e teatro com Mônica Martelli estão entre dicas do fim de semana na região de Ribeirão Preto,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,4c4ad621-8eb1-44ac-967a-c10d374ace5a,Adolescente de 17 anos é baleado na cabeça e morre em hospital de Teresina ,8,"['tiros', 'baleado', 'homem', 'morto', 'mortos', 'jacarezinho', 'dois', 'pm', 'idoso', 'encontrado']"
2023-03-17,2025-07-22 00:20:12.377225,ca490cf9-c0c8-4092-89e8-71dc2cc8663c,Pecuarista investe em tecnologia para aumentar o bemestar animal,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,3a7db3c9-34d0-47e4-889a-952ae5247dc1,Acidente deixa idoso morto na SP338 entre Mococa e Cajuru,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
2023-03-17,2025-07-22 00:20:12.377225,be15b586-845f-4124-91ee-c521dc0ee85f,PF cumpre mandados no Triângulo Mineiro contra suspeitos de envolvimento nos atos golpistas de janeiro,6,"['pf', 'cumpre', 'atos', 'polícia', 'golpistas', 'mandados', 'envolvimento', 'janeiro', 'operação', 'contra']"
2023-03-17,2025-07-22 00:20:12.377225,3a9586c5-fcc7-448d-a3ca-365f96d22d8e,Polícia investiga suposto caso de abuso sexual em escola na Bahia vítima e suspeito são crianças,3,"['suspeito', 'preso', 'anos', 'filho', 'estupro', 'sexual', 'estuprar', 'homem', 'matar', 'vítima']"
2023-03-17,2025-07-22 00:20:12.377225,149a752a-03c4-4e20-bbaf-c513c004de0a,Programação cultural com 29 atrações gratuitas celebra aniversário de 171 anos de Rio Preto confira,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,e31aef8f-8088-4505-8e12-af7d52a0107c,Sol Nascente no DF se torna a maior favela do Brasil segundo prévia do Censo 2022,4,"['juros', 'consignado', '2022', '2023', 'governo', 'aposentados', 'bancos', 'banco', 'brasil', 'empréstimo']"
2023-03-17,2025-07-22 00:20:12.377225,92dd304e-8d3e-4767-a78e-1ce52b680d6a,Militar trans da Marinha pode usar uniforme feminino e terá R 80 mil de indenização decide TRF3,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,328d6f15-89a5-438a-85d8-4f828319d11c,Ministério Público pede que Tribunal de Contas investigue atraso em obra de trincheira em Londrina,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,9fa12b69-a723-48a1-a17d-6b69cf4222fb,Greve do transporte chega ao 5º dia em Teresina com faixas exclusivas de ônibus liberadas e população recorrendo a alternativos ,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
2023-03-17,2025-07-22 00:20:12.377225,952b77a3-70d2-4c02-8d1b-4c5f7741910b,Homem fica 24 horas refém de criminosos armados na Zona Norte de SP após cair no golpe do falso encontro amoroso por aplicativo,14,"['operação', 'criminosos', 'ataques', 'homicídios', 'crimes', 'combate', 'pará', 'sistema', 'rn', 'norte']"
2023-03-17,2025-07-22 00:20:12.377225,715b6555-7140-42b1-b47c-452d4460a1cd,Hospital de Câncer faz exames gratuitos em Ribeirão Preto SP veja como participar,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,5a49373a-0150-45d8-a891-b1cb58062be1,Peça infantil gratuita Pindorama Modernista é exibida no Conjunto Nacional,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,9879dccb-eeab-447c-b5a5-e7592f776789,Câmera flagrou mulher trans chegando com um homem ao local em que foi morta em Maceió,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,871f6b39-fe63-42b6-9675-cd9fd0047c81,Ministério Público cumpre mandado de busca e apreensão na Secretaria de Obras de Agudos,11,"['secretário', 'presidente', 'educação', 'cateterismo', 'exgovernador', 'diretores', 'pt', 'uti', 'zeca', 'cargo']"
2023-03-17,2025-07-22 00:20:12.377225,61cff333-573c-4cfe-b042-c9ed9e49b460,Mulher com doença psiquiátrica desaparece e corpo é encontrado pelos bombeiros dentro de rio,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,409f3f2f-2fab-442b-b4d1-01351bff57d8,Festival de cerveja Vila de Páscoa exposições shows teatro e mais veja a agenda de eventos do ES,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,9a63744b-9328-4508-8d85-dab39609b2bd,Vídeo mostra assaltantes agredindo casal de turistas argentinos no Recife idosa ficou ferida,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,937bbed6-a360-431c-a529-0157cc77811f,Carro invade consultório e causa prejuízo de mais de R 100 mil vídeo,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,6496180b-7177-4c3b-a49b-456da93b25fe,Unimed Teresina inicia venda do último lote para corrida em Luís Correia,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,2b215338-ef4a-4dd2-a8c4-0ad24831cd4e,Restos mortais centenários de cemitério comprometem estrutura de igreja do século XVIII na Grande BH interditada desde 2021,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,5a4a2ec2-34be-4af6-87fa-b8c4a1fdcbf3,Forçatarefa parte em busca de armamentos mas prende suspeito de tráfico de cocaína em Macapá,12,"['drogas', 'tráfico', 'cocaína', 'preso', 'encontra', 'tentando', 'suspeito', 'kg', 'polícia', 'homem']"
2023-03-17,2025-07-22 00:20:12.377225,2bd9e320-3500-4bac-88ef-6f7f1d9f9be0,PM resgata vítima de sequestro em área de mata em Cabo Frio no RJ,5,"['mil', 'preso', 'furtar', 'roubar', 'homem', 'resgata', 'suspeita', 'suspeito', 'dois', 'polícia']"
2023-03-17,2025-07-22 00:20:12.377225,9224dd3c-a71a-480d-a7ce-eab9f08bd2c7,Filhos de Pelé conseguem liminar provisória que concede segredo de Justiça para processo de inventário ,3,"['suspeito', 'preso', 'anos', 'filho', 'estupro', 'sexual', 'estuprar', 'homem', 'matar', 'vítima']"
2023-03-17,2025-07-22 00:20:12.377225,4accc352-dff5-4a03-b121-c37748ce295b,Homem morre em colisão entre moto e caminhão em Itabaiana ,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
2023-03-17,2025-07-22 00:20:12.377225,61d4261e-74a5-44cc-87c5-8a77f6b77561,Vídeos mostram grupos formados por homens e mulheres fazendo arrastões contra pedestres no Centro de São Paulo,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,380e892b-af0c-4291-a288-767b8e4bd245,Projeto da Ong Vida arrecada recursos para ajudar famílias carentes de Salgueiro,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,dafeecd0-eec1-4f5f-9c58-1622fc28b255,Esquadrilha da Fumaça em Pinhais dicas para evitar o trânsito pesado ,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
2023-03-17,2025-07-22 00:20:12.377225,79084b4f-4e9c-49c0-89c3-bd0ac53b07be,VÍDEO saruês representam cerca de 80 dos chamados de resgate da Polícia Ambiental no DF ,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,09bf2621-c88c-4c85-8874-00f0ce4dcad0,Previsão do tempo fim de semana será de chuva e possibilidade de temporais em Rondônia,10,"['chuvas', 'tempo', 'intensas', 'possibilidade', 'previsão', 'chuva', 'nuvens', 'sol', 'temporais', 'mudanças']"
2023-03-17,2025-07-22 00:20:12.377225,e7ca03c5-2cc4-445a-a1ba-428caf88dcc9,Alagamento na Califórnia deixa milhares de pessoas sem luz e cidades ilhadas,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,3773ac10-62fa-42ef-a193-bae081bfa777,Moradores preparam mais de 20 mil pamonhas durante festa do milho em Goiás,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,466a195f-36f8-4955-a790-6944af08dae1,Mulher é atropelada por ônibus dentro do terminal da PE15 em Olinda,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
2023-03-17,2025-07-22 00:20:12.377225,1f1d0208-9546-47d1-809e-a4d51e6d8c70,Trânsito no bairro de Nazaré em Salvador será bloqueado no domingo interdição ocorre para instalação de um guindaste,2,"['prefeitura', 'rio', 'ceará', 'moradores', 'aracaju', 'alerta', 'aratuba', 'deslizamento', 'risco', 'aponta']"
2023-03-17,2025-07-22 00:20:12.377225,0a5a2069-c340-4c78-ae8a-a355a0837cd2,MeuLugarFavorito Apaixonada por Carnaval Lore Improta escolhe Farol da Barra como seu local preferido de Salvador ,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,baf4d9df-0f63-42b2-a466-8e0bef1a0c81,Pablo Picasso é tema de exposição imersiva em shopping de SP,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,1622bba4-aac9-43f2-a766-a872224b54c4,Ação de campanha de combate ao assédio sexual nos ônibus é realizada em Juiz de Fora,3,"['suspeito', 'preso', 'anos', 'filho', 'estupro', 'sexual', 'estuprar', 'homem', 'matar', 'vítima']"
2023-03-17,2025-07-22 00:20:12.377225,42bb8b04-1dbb-4c89-bb18-40afe78db0b9,Receita de Família ribeirinho ensina o preparo de caldo de piranha,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,56c85123-3013-436d-8fa3-02142ecbb002,Em menos de três semanas Osvaldo Cruz confirma terceira morte por dengue já são mais de 15 mil casos positivos na cidade,16,"['confirma', 'dengue', 'campinas', 'síndromes', 'mortes', 'superbactéria', 'três', 'morte', 'infectologistas', 'pediátricas']"
2023-03-17,2025-07-22 00:20:12.377225,8e6fd561-bc67-4887-bbf3-ff49845e121e,Tarifa social Araras tem 5509 moradores que podem ter energia mais barata saiba como solicitar,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,d47e93df-e8d1-4986-903b-aaeee5ad148c,Festival Cena Cerrado lançamento da Fenamilho e tributo ao Queen veja as atrações de Uberlândia e região,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,8059466d-aed0-4520-a229-3fe1101179a4,Saque Calamidade é disponibilizado para moradores de Aperibé no RJ,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,536ae3be-2c53-42e3-8681-d9c7202029c9,Aluna de 10 anos foi a primeira a denunciar estupro de motorista de van escolar diz Conselho Tutelar,3,"['suspeito', 'preso', 'anos', 'filho', 'estupro', 'sexual', 'estuprar', 'homem', 'matar', 'vítima']"
2023-03-17,2025-07-22 00:20:12.377225,1028742d-bf2f-4186-a203-6889c4f4d977,Idoso tenta matar mulher em casa se esconde na mata e é preso pela PM após voltar para tentar pegar veículo,3,"['suspeito', 'preso', 'anos', 'filho', 'estupro', 'sexual', 'estuprar', 'homem', 'matar', 'vítima']"
2023-03-17,2025-07-22 00:20:12.377225,f0c181b9-7092-4fd7-b148-adc6ca221860,Adolescentes negociam cavalo abandonam animal e são detidos pela polícia em Penedo AL,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,36207957-bc51-4dee-aac7-a22886fcef43,Bivalente contra Covid Araras tem plantão drivethru neste sábado,9,"['covid19', 'bivalente', 'contra', 'vacinação', 'puérperas', 'gestantes', 'vacina', 'covid', 'vacinar', 'partir']"
2023-03-17,2025-07-22 00:20:12.377225,b0403f69-6b30-4eaf-966b-d2baf0cdd1d3,Não desiste minha filha Vai estudar diz influencer de 103 anos a universitária hostilizada por ter mais de 40,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,e207d540-9a0a-4b2e-9941-4103c9b017d8,Desemprego vai a 84 no trimestre encerrado em janeiro diz IBGE,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,d237ba35-50a6-43d9-a052-ff5d773fb501,Apaixonados por Aracaju marcam na pele o amor pela cidade ,2,"['prefeitura', 'rio', 'ceará', 'moradores', 'aracaju', 'alerta', 'aratuba', 'deslizamento', 'risco', 'aponta']"
2023-03-17,2025-07-22 00:20:12.377225,a0a33027-eda6-43f1-b9e3-85520fc3df80,Mostra gratuita com artes criadas por mulheres inicia programação dos 50 anos do Salão Internacional de Humor de Piracicaba,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,1f7aeb70-253d-437e-9dbc-02e6c8beb51d,Nicarágua troca embaixadora no Brasil ,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,be144fb3-e614-4d63-86fd-e5e5c3a8582f,Temporada de chuvas combata as principais pragas de solo do canavial,10,"['chuvas', 'tempo', 'intensas', 'possibilidade', 'previsão', 'chuva', 'nuvens', 'sol', 'temporais', 'mudanças']"
2023-03-17,2025-07-22 00:20:12.377225,745290ac-4a8e-4673-a62b-d9070521882c,Homem em situação de rua é resgatado após tentar tomar banho no córrego da Marginal Botafogo e ser levado por enxurrada vídeo,5,"['mil', 'preso', 'furtar', 'roubar', 'homem', 'resgata', 'suspeita', 'suspeito', 'dois', 'polícia']"
2023-03-17,2025-07-22 00:20:12.377225,79aa52c2-289a-460d-924f-140cee4a24df,Sorocaba começa a vacinar gestantes e puérperas com a Pfizer Bivalente na segundafeira veja o calendário,9,"['covid19', 'bivalente', 'contra', 'vacinação', 'puérperas', 'gestantes', 'vacina', 'covid', 'vacinar', 'partir']"
2023-03-17,2025-07-22 00:20:12.377225,27aea41a-aaeb-4186-b3e1-68d924d915df,Comissão decide dar sequência a pedido de cassação de vereador do RS que discursou contra baianos,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,3ae5ac81-4f96-4274-96b2-729761d70ab3,Preço médio do litro da gasolina cai para R 554 nos postos diz ANP etanol e diesel também recuam,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,48cc612e-167c-49da-9b78-adaec15b74da,Caravana 20 anos da TV TEM conheça Bálsamo a cidade do agro cicloturismo borracha e festa do peão,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,73c79b6e-0f02-4e4a-a826-7d985a7ccb53,MP analisa pedido de investigação por suspeitas de irregularidade em licitação de app de transporte da Prefeitura de SP,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,9a0d373b-0759-4450-8ce6-4570e3bf524d,Mangal das Garças promove oficina de pintura recreação e educação ambiental em Belém ,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,e2a1ffad-cad8-4925-9918-4ce9f13c5e73,Caso Evandro Justiça mantém condenação de Beatriz Abagge por morte de menino desaparecido há mais de 30 anos,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,f1994d5c-4c15-4665-8eae-359c7b95efc3,Donos de clínica para dependentes químicos são presos após denúncias de irregularidades em Itatiba,12,"['drogas', 'tráfico', 'cocaína', 'preso', 'encontra', 'tentando', 'suspeito', 'kg', 'polícia', 'homem']"
2023-03-17,2025-07-22 00:20:12.377225,a975d925-af70-4bb6-808c-af799335d5b8,Psicólogo e arquiteta de Roraima são selecionados em bolsa de estudos para universidade em Paris realização de um sonho,7,"['educação', 'inscrições', 'jovens', 'professores', 'cursos', 'abre', 'vagas', 'estudantes', 'participar', 'concurso']"
2023-03-17,2025-07-22 00:20:12.377225,c4a44d1e-a5f7-404c-b412-a3f7bd03b98a,Documento entregue à CPI dos Atos Antidemocráticos diz que PMDF programou operação para desfazer acampamento bolsonarista mas foi impedida pelo Exército,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,4633554f-6b44-43b0-a275-c1bb7e58f3c2,Homem é preso suspeito de furtar mais de R 8 mil em produtos de supermercado na Bahia,5,"['mil', 'preso', 'furtar', 'roubar', 'homem', 'resgata', 'suspeita', 'suspeito', 'dois', 'polícia']"
2023-03-17,2025-07-22 00:20:12.377225,251e8e69-d82f-484f-9d20-245f7e36e831,Poupatempo faz mutirão de renovação da CNH neste sábado em São José ,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,7f2c6167-572c-444a-97e3-a15591b240b5,Pesquisa indica que mais da metade dos alunos da rede pública da Região Metropolitana do Rio têm a principal refeição na escola,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,cbeccc70-4b01-4616-9899-582da94576e3,Entenda por que mesmo antes do frio Campinas vive explosão de crianças com síndromes gripais e pressão por leitos pediátricos,16,"['confirma', 'dengue', 'campinas', 'síndromes', 'mortes', 'superbactéria', 'três', 'morte', 'infectologistas', 'pediátricas']"
2023-03-17,2025-07-22 00:20:12.377225,a4c29d78-fe6d-4b25-aed0-d88946c05d03,MEI já pensou em contratar um funcionário ,13,"['vagas', 'emprego', 'empresa', 'sextafeira', 'nesta', 'abre', 'estágio', 'sinebahia', 'sine', 'itabuna']"
2023-03-17,2025-07-22 00:20:12.377225,9c347c35-dc5e-4357-b162-a184efdf715d,Entenda como os raios UV podem influenciar nas estrias ,10,"['chuvas', 'tempo', 'intensas', 'possibilidade', 'previsão', 'chuva', 'nuvens', 'sol', 'temporais', 'mudanças']"
2023-03-17,2025-07-22 00:20:12.377225,f08e69b7-bbd6-4add-bc21-67b0dbaa25f4,MC Guimê e Cara de Sapato são eliminados do BBB 23 polícia apura possível crime de importunação sexual,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,6fc74c11-395b-4b5c-a311-7d200c42231d,Roraima começa a aplicar vacina contra a mpox nesta sextafeira 17 saiba quem poderá tomar ,9,"['covid19', 'bivalente', 'contra', 'vacinação', 'puérperas', 'gestantes', 'vacina', 'covid', 'vacinar', 'partir']"
2023-03-17,2025-07-22 00:20:12.377225,fb369852-30f0-464f-be77-3200c64f9573,Mulher é atropelada na Avenida das Torres em Manaus,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,bb50d0f8-cf21-46a5-a8b9-9689159c4a0b,Lesa Pátria empresária e mecânico que sentou na cadeira do Alexandre de Moraes são presos,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,f45d2432-f80f-49a8-b890-33d5dc1132b4,Vídeo crianças dormem no chão de creche no Piauí secretaria diz que unidade passa por reformas,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,3a44f2e2-d74c-4ce7-b8b3-63f5c4828d35,Mulher trans de 27 anos é morta a tiros dentro de casa no norte da BA,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,d91f8c90-ccfb-44b3-8baa-27f392ace91a,Vídeo e fotos Polícia apreende 67 armas de Thiago Brennand herdeiro é investigado por porte ilegal após perder registro de CAC,6,"['pf', 'cumpre', 'atos', 'polícia', 'golpistas', 'mandados', 'envolvimento', 'janeiro', 'operação', 'contra']"
2023-03-17,2025-07-22 00:20:12.377225,ac514ad4-cb91-4bfe-b271-254069fafac3,Criminosos colocam fogo em caixas eletrônicos de agência bancária em Resende,14,"['operação', 'criminosos', 'ataques', 'homicídios', 'crimes', 'combate', 'pará', 'sistema', 'rn', 'norte']"
2023-03-17,2025-07-22 00:20:12.377225,c5cb8740-3914-4e4e-ba1c-de3c2c3b8961,Órgão da prefeitura de Salvador notifica Embasa por suspensão de fornecimento de água empresa diz que serviço já foi normalizado,2,"['prefeitura', 'rio', 'ceará', 'moradores', 'aracaju', 'alerta', 'aratuba', 'deslizamento', 'risco', 'aponta']"
2023-03-17,2025-07-22 00:20:12.377225,ba969a66-5774-4df9-9576-d1734a51934f,Homem diz que contratou motorista de aplicativo para levar menina do RJ ao Maranhão por fora,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,10b80795-b9fb-43f6-99bc-0fb9ae5bca35,Palmas tem pontos de coleta de aparelhos eletrônicos em feiras neste sábado 18,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,b98bef66-fbc2-4975-b4ec-2fd5ad87d760,Policial penal é preso suspeito de tráfico tentando entrar com droga em presídio de Campos no RJ,12,"['drogas', 'tráfico', 'cocaína', 'preso', 'encontra', 'tentando', 'suspeito', 'kg', 'polícia', 'homem']"
2023-03-17,2025-07-22 00:20:12.377225,295d3004-4277-4ad8-bf0f-1d94fed3a910,Rio Claro tem festival de assadores e churrasqueiros com shows até domingo veja programação,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,a355fc16-ea0c-46ea-8d9e-3ba0dc22ce4c,Pesquisa ensaio criação conheça bastidores e entenda como se cria uma peça de teatro,0,"['fim', 'semana', 'festival', 'shows', 'atrações', 'cultural', 'show', 'confira', 'programação', 'agenda']"
2023-03-17,2025-07-22 00:20:12.377225,14b38ea1-5ab7-448f-9190-801a32059df8,Tribunal Penal Internacional emite mandado de prisão contra Putin,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,66eb7f9a-102a-47a3-871c-ee22c0822baf,Paraíba envia 30 policiais militares para combater ataques criminosos no Rio Grande do Norte,-1,[]
2023-03-17,2025-07-22 00:20:12.377225,d41df67b-3a31-4337-81ec-8b8ebc33388c,Executivos de bancos falidos devem ser multados banidos e privados de remuneração diz Biden,4,"['juros', 'consignado', '2022', '2023', 'governo', 'aposentados', 'bancos', 'banco', 'brasil', 'empréstimo']"
2023-03-17,2025-07-22 00:20:12.377225,ad5c5387-c49c-481b-84be-d82340be3bce,Sol entre nuvens e possibilidade de chuvas veja como fica o tempo no Triângulo Alto Paranaíba e Noroeste,10,"['chuvas', 'tempo', 'intensas', 'possibilidade', 'previsão', 'chuva', 'nuvens', 'sol', 'temporais', 'mudanças']"
2023-03-17,2025-07-22 00:20:12.377225,49b9cda6-7d38-4206-be4d-38d19b343ad9,Transerp aplica 29 mil multas de trânsito no estacionamento da Área Azul em Ribeirão Preto SP,1,"['ônibus', 'acidente', 'carro', 'caminhão', 'transporte', 'morre', 'motociclista', 'deixa', 'carros', 'romeiros']"
